id,time,sum_flow,avg_speed,clusterID
R003_SM8,2019-04-25 01:30:00,4.0,19.625,2
R003_SM9,2019-04-25 01:30:00,5.0,23.600000000000005,2
R028_S1,2019-04-25 01:30:00,2.0,0.0,3
R028_S2,2019-04-25 01:30:00,0.0,0.0,3
R028_S3,2019-04-25 01:30:00,1.0,26.999999999999996,3
R029_S1,2019-04-25 01:30:00,1.0,26.0,4
R029_S2,2019-04-25 01:30:00,1.0,27.3333333333333,4
R030_S2,2019-04-25 01:30:00,3.0,35.3333333333333,5
R031_S1,2019-04-25 01:30:00,3.0,13.0,5
R031_S2,2019-04-25 01:30:00,0.0,0.0,-1
R032_S2,2019-04-25 01:30:00,1.0,11.5,6
R032_SM46,2019-04-25 01:30:00,0.0,22.0,6
R069_S1,2019-04-25 01:30:00,3.0,35.5,7
R069_S4,2019-04-25 01:30:00,16.0,27.909090909090903,7
R069_SM67,2019-04-25 01:30:00,5.0,21.7272727272727,7
R071_S2,2019-04-25 01:30:00,1.0,21.0,8
R074_S1,2019-04-25 01:30:00,0.0,2.0,9
R074_S3,2019-04-25 01:30:00,0.0,0.0,9
R077_S2,2019-04-25 01:30:00,1.0,14.5,10
R085_S1,2019-04-25 01:30:00,0.0,0.0,11
R085_S2,2019-04-25 01:30:00,0.0,0.0,-1
R116_S1,2019-04-25 01:30:00,0.0,24.0,8
R116_S2,2019-04-25 01:30:00,0.0,36.0,8
R131_S1,2019-04-25 01:30:00,0.0,0.0,12
R131_S2,2019-04-25 01:30:00,9.0,41.3684210526316,13
R131_SM82,2019-04-25 01:30:00,9.0,37.7894736842105,13
R131_SM83,2019-04-25 01:30:00,5.0,51.0,13
R133_S2,2019-04-25 01:30:00,1.0,0.0,14
R133_S4,2019-04-25 01:30:00,6.0,37.5,14
R134_S1,2019-04-25 01:30:00,1.0,6.333333333333331,14
R134_S2,2019-04-25 01:30:00,1.0,13.0,14
R135_S1,2019-04-25 01:30:00,0.0,0.0,15
